app_id,genres,tags,review_score,owners_midpoint
444430,"Action, Casual","2D, Action, Adventure, Casual, Character Action Game, Difficult, Education, Family Friendly, Female Protagonist, Historical, Indie, Linear, Mythology, Shoot 'Em Up, Singleplayer, Story Rich, Third Person, Third-Person Shooter, Tutorial, Violent",6.0,75000.0
467400,"Action, Indie, Simulation","3D, Action, Cold War, Dinosaurs, Education, Exploration, Flight, Historical, Immersive Sim, Indie, Physics, Psychological Horror, PvE, Realistic, Retro, Sci-fi, Simulation, Space, Space Sim, VR",8.0,10000.0
485230,"Casual, Indie","Casual, Indie, VR",6.0,35000.0
485430,"Early Access, Gore, Indie, Violent","Arcade, Early Access, Gore, Indie, Platformer, Violent",6.0,10000.0
495980,"Action, Adventure, Casual, Indie","2.5D, Action, Adventure, Atmospheric, Casual, Dark, Design & Illustration, Dystopian, Female Protagonist, Great Soundtrack, Horror, Indie, Mystery, Platformer, Psychological Horror, Puzzle, Puzzle Platformer, Short, Singleplayer, Story Rich",6.0,35000.0
500340,"Action, Indie","1980s, 2D, Abstract, Action, Arcade, Atmospheric, Collectathon, Colorful, Cute, Family Friendly, Flight, Indie, Old School, Pixel Graphics, Psychedelic, Retro, Score Attack, Short, Singleplayer, Surreal",6.0,10000.0
503680,"Action, Early Access, Indie","Action, Early Access, Indie, Puzzle, Stealth, Top-Down",6.0,35000.0
509800,"Adventure, Casual, Free To Play, Indie, Nudity","Adventure, Casual, Free to Play, Horror, Indie, Nudity, Psychological Horror, Sexual Content, Visual Novel",5.0,75000.0
513210,"Action, Adventure, Casual, Early Access, Free To Play, Indie","Action, Action-Adventure, Adventure, Casual, Controller, Cute, Early Access, Education, Family Friendly, Free to Play, Indie, Singleplayer",6.0,10000.0
516010,"Casual, Indie, Strategy","Casual, Chess, Indie, Strategy, Tabletop",7.0,10000.0
517160,"Casual, Indie, Simulation","Casual, Horror, Indie, Psychological Horror, Simulation, VR",8.0,75000.0
519140,"Action, Adventure, Free To Play, Indie","Action, Adventure, Anime, Atmospheric, Co-op, Experimental, FPS, First-Person, Free to Play, Horror, Indie, Multiplayer, Online Co-Op, Psychological Horror, Singleplayer, Survival Horror, Thriller",6.0,350000.0
522000,"Action, Indie","Action, Indie",0.0,10000.0
527810,"Action, Indie","Action, Classic, Difficult, Female Protagonist, Indie, Pixel Graphics, Platformer, Retro, Singleplayer",5.0,75000.0
529820,"Action, Indie","Action, Indie, VR",5.0,10000.0
530020,"Action, Adventure, Indie, RPG","Action, Action RPG, Action-Adventure, Adventure, Atmospheric, Colorful, Cute, Exploration, Family Friendly, Fantasy, Funny, Great Soundtrack, Indie, Isometric, Puzzle, RPG, Retro, Singleplayer, Story Rich, Top-Down",6.0,75000.0
535440,"Action, Free To Play, Indie, Massively Multiplayer","Action, Free to Play, Indie, Massively Multiplayer",4.0,10000.0
537920,"Action, Early Access, Indie, Violent","Action, Early Access, Indie, VR, Violent",0.0,10000.0
556310,"Casual, Indie, Strategy","Casual, Indie, Strategy",5.0,10000.0
564210,"Action, Indie, Massively Multiplayer","3D, Action, Arcade, Arena Shooter, Beautiful, Bullet Time, Colorful, Cute, Dark Humor, Hand-drawn, Indie, Massively Multiplayer, Naval, PvE, Racing, Spectacle fighter, Sports, Survival, Top-Down Shooter, eSports",5.0,75000.0
569800,"Adventure, Indie","Adventure, Indie, Point & Click, Puzzle, Singleplayer, Surreal",6.0,150000.0
572890,"Action, Adventure, Casual, Indie","2D, Action, Adventure, Casual, Co-op, Colorful, Comedy, Cute, Dystopian, Exploration, Family Friendly, Funny, Great Soundtrack, Indie, Local Co-Op, Multiplayer, Platformer, Puzzle, Puzzle Platformer, Singleplayer",9.0,750000.0
590590,"Action, Adventure, Casual, Indie, Racing","2D, Action, Action-Adventure, Adventure, Arcade, Casual, Controller, Difficult, Fast-Paced, Great Soundtrack, Indie, Level Editor, Music, Pixel Graphics, Platformer, Precision Platformer, Racing, Replay Value, Side Scroller, Time Attack",8.0,35000.0
596260,"Action, Indie","Action, Co-op, Indie, Logic, Puzzle, Puzzle Platformer",0.0,10000.0
601500,"Adventure, Early Access, Indie, RPG, Simulation","Adventure, Early Access, Indie, RPG, Simulation",5.0,10000.0
603840,"Action, Adventure, Indie","Action, Adventure, Indie, Platformer",6.0,10000.0
628530,"Indie, Simulation, Sports","Indie, Simulation, Sports, Tennis, VR",6.0,10000.0
633320,"Casual, Free To Play, Indie, Simulation","Casual, Free to Play, Indie, Simulation, VR",5.0,10000.0
635040,"Action, Indie, Simulation","Action, Indie, Simulation, VR",5.0,10000.0
643970,"Action, Adventure, Indie","Action, Adventure, Aliens, Atmospheric, Casual, Exploration, FPS, First-Person, Horror, Indie, Sci-fi, Shooter, Simulation, Singleplayer, Space, Survival",5.0,10000.0
668790,"Action, Casual, Indie, Massively Multiplayer","Action, Casual, Character Customization, Co-op, Great Soundtrack, Hack and Slash, Indie, Massively Multiplayer, Shoot 'Em Up, Survival, Top-Down Shooter, Zombies",7.0,10000.0
668970,"Action, Adventure, Indie","2D, Action, Action-Adventure, Adventure, Arcade, Atmospheric, Difficult, Indie, Music, Pixel Graphics, Replay Value, Retro, Runner, Sci-fi, Shooter, Singleplayer, Space, Top-Down, Top-Down Shooter, Tutorial",7.0,10000.0
670410,"Action, Indie","Action, Indie, Metroidvania, Retro",5.0,10000.0
670780,"Action, Gore, Indie, Violent","Action, Co-op, Gore, Indie, Third-Person Shooter, Violent",5.0,10000.0
673010,"Adventure, Casual, Indie","2D, Adventure, Casual, Great Soundtrack, Hand-drawn, Indie, Platformer",5.0,10000.0
680450,"Action, Casual, Indie","Action, Casual, Indie",0.0,10000.0
698230,"Action, Indie, Strategy","Action, Indie, Space, Strategy",0.0,10000.0
698740,"Action, Casual, Free To Play, Gore, Indie, Sexual Content, Violent","Action, Arena Shooter, Casual, Early Access, FPS, Free to Play, Funny, Gore, Indie, Multiplayer, Sexual Content, Shooter, Violent",5.0,10000.0
700060,"Early Access, Indie, Simulation, Strategy","Base Building, Building, Crafting, Early Access, Economy, Funny, Indie, Management, Physics, Pixel Graphics, Replay Value, Resource Management, Sandbox, Sci-fi, Science, Simulation, Singleplayer, Space, Space Sim, Strategy",3.0,35000.0
704910,"Action, Casual","2D, Action, Anime, Arcade, Bullet Hell, Casual, Cute, Dark Fantasy, Fantasy, Female Protagonist, Hentai, Indie, Mature, Nudity, Pixel Graphics, Psychological Horror, Sexual Content, Shoot 'Em Up, Singleplayer, Violent",8.0,10000.0
721990,"Action, Indie","Action, Co-op, Indie, Roguelike, Roguelite, Top-Down Shooter, Zombies",0.0,10000.0
724000,"Action, Indie","3D, Action, Action Roguelike, Arcade, Arena Shooter, Bullet Hell, Difficult, Futuristic, Mechs, Post-apocalyptic, Procedural Generation, Robots, Roguelite, Sci-fi, Shoot 'Em Up, Shooter, Singleplayer, Top-Down, Top-Down Shooter, Twin Stick Shooter",6.0,75000.0
724120,"Action, Casual, Indie","Action, Casual, Co-op, Indie, Multiplayer, Online Co-Op, Shooter, Third Person, Third-Person Shooter",7.0,10000.0
733520,"Casual, Indie, Strategy","Casual, Education, Indie, Puzzle, Resource Management, Strategy, Transportation",7.0,10000.0
733570,"Adventure, Indie, RPG","Adventure, Indie, RPG",5.0,10000.0
738130,"Action, Indie","Action, Indie",0.0,10000.0
740150,Indie,,5.0,10000.0
749890,"Adventure, Casual, Indie","2D, Action-Adventure, Adventure, Anime, Atmospheric, Casual, Dark, Dark Fantasy, Exploration, Fantasy, Horror, Indie, Pixel Graphics, Psychological Horror, RPG, RPGMaker, Singleplayer, Story Rich, Surreal, Violent",8.0,10000.0
761320,"Action, Adventure, Casual, Indie","2D, Action, Adventure, Casual, Indie, Pixel Graphics, Platformer, Retro",8.0,10000.0
765100,"Casual, Indie","2D, Board Game, Casual, Great Soundtrack, Indie, Psychological Horror, Puzzle, Puzzle Platformer, Singleplayer, Tutorial",6.0,35000.0
772270,"Action, Adventure, Indie, Massively Multiplayer, RPG","Action, Adventure, Indie, Massively Multiplayer, RPG",8.0,10000.0
775850,"Casual, Free To Play, Indie, Simulation","3D, Arcade, Casual, Controller, Free to Play, Indie, Pinball, Sci-fi, Sexual Content, Shooter, Simulation, Singleplayer, Space, Top-Down Shooter, VR",5.0,75000.0
778580,"Action, Adventure, Indie","Action, Adventure, Indie, Puzzle",7.0,10000.0
793280,"Action, Indie","Action, Arena Shooter, FPS, Indie, Local Multiplayer, Multiplayer, Third-Person Shooter",0.0,10000.0
795920,"Action, Casual, Indie","1980s, 2D, Action, Arcade, Beat 'em up, Casual, Combat, Controller, Hero Shooter, Indie, Retro, Shooter, Side Scroller, Singleplayer, Space",6.0,10000.0
809380,"Casual, Indie, RPG","Casual, Indie, RPG",7.0,10000.0
823170,"Action, Adventure, Casual, Indie",,0.0,10000.0
827450,"Action, Indie","Action, Indie",5.0,10000.0
831740,"Action, Adventure, Casual, Indie","2D, Action, Adventure, Casual, Co-op, Difficult, Gore, Indie, Platformer, Split Screen",5.0,10000.0
833690,"Casual, Indie","Casual, Indie",0.0,10000.0
863500,"Early Access, Indie, RPG, Simulation, Strategy","Atmospheric, Choices Matter, Drama, Dynamic Narration, Early Access, Emotional, Historical, Indie, Management, Psychological, RPG, Simulation, Singleplayer, Story Rich, Strategy, Stylized, Survival, Turn-Based, War, World War I",8.0,10000.0
887160,"Adventure, Indie","Adventure, Female Protagonist, Indie, RPGMaker",8.0,10000.0
894570,"Action, Casual, Indie","1990's, 2D, 2D Platformer, Action, Adventure, Arcade, Atmospheric, Casual, Indie, Puzzle, Puzzle Platformer, Remake, Retro, Singleplayer, Stylized",7.0,10000.0
895180,"Action, Indie","Action, Indie",0.0,10000.0
907350,"Adventure, Casual, Free To Play, Indie","Adventure, Anime, Cartoon, Casual, Choices Matter, Comedy, Cute, Drama, Female Protagonist, Free to Play, Funny, Indie, Multiple Endings, Sequel, Sexual Content, Simulation, Singleplayer, Story Rich, Violent, Visual Novel",6.0,10000.0
915480,"Adventure, Indie, RPG, Strategy","Adventure, Indie, RPG, Strategy",0.0,10000.0
923600,"Adventure, Indie",,0.0,10000.0
929540,"Action, Adventure, Casual, Early Access, Free To Play, Indie, Massively Multiplayer","3D, 3D Fighter, Action, Action-Adventure, Adventure, Arcade, Building, Casual, Early Access, Exploration, FPS, Indie, Multiplayer, Open World, Pixel Graphics, Sandbox, Shooter, Spectacle fighter, Violent, Voxel",0.0,10000.0
931150,"Casual, Indie, Simulation, Strategy","3D, 3D Vision, Board Game, Building, Card Game, Casual, City Builder, Economy, First-Person, Indie, Multiplayer, Puzzle Platformer, Real Time Tactics, Simulation, Strategy, Tabletop, Trading Card Game, Turn-Based Tactics, VR, Walking Simulator",0.0,10000.0
944740,"Action, Adventure, Indie, RPG","Action, Adventure, Indie, RPG, VR",5.0,10000.0
947470,"Casual, Indie, Strategy","Casual, Indie, Puzzle, Strategy",0.0,10000.0
978610,"Action, Adventure, Casual, Early Access, Indie, Massively Multiplayer, RPG, Simulation, Strategy","Action, Adventure, Atmospheric, Casual, Early Access, Experimental, Exploration, Horror, Indie, Massively Multiplayer, Open World, Post-apocalyptic, RPG, Sci-fi, Sequel, Simulation, Singleplayer, Strategy, Survival Horror, Zombies",3.0,10000.0
992120,"Action, Casual, Indie","Action, Casual, Indie",8.0,10000.0
997270,"Adventure, Indie, Simulation, Strategy","Adventure, Indie, Simulation, Strategy",0.0,10000.0
999290,"Adventure, Casual, Indie, RPG, Simulation, Strategy","Adventure, Anime, Casual, Female Protagonist, Great Soundtrack, Hentai, Indie, Nudity, Puzzle, RPG, Relaxing, Sexual Content, Simulation, Strategy",7.0,10000.0
1005420,"Action, Adventure, Indie","Action, Adventure, Gore, Horror, Indie, Violent",5.0,10000.0
1008870,"Action, Indie","2.5D, Action, Cyberpunk, Difficult, FPS, First-Person, GameMaker, Indie, Pixel Graphics, Retro, Robots, Shooter",5.0,10000.0
1021290,"Action, Indie, Racing, Simulation","Action, Indie, Racing, Simulation",0.0,10000.0
1031980,Indie,,0.0,10000.0
1032440,"Casual, Indie","2D, 4 Player Local, Casual, Colorful, Controller, Cute, Family Friendly, Indie, Local Multiplayer, Minimalist",0.0,10000.0
1032740,"Indie, Simulation","Anime, Indie, Nudity, Sexual Content, Simulation",7.0,10000.0
1034060,"Action, Adventure, Indie","Action, Adventure, Atmospheric, FPS, First-Person, Gore, Horror, Indie, Roguelike, Survival Horror, Violent",6.0,10000.0
1046040,"Action, Casual, Indie","2D, 2D Fighter, 2D Platformer, Action, Arena Shooter, Bullet Hell, Cartoony, Casual, Class-Based, Colorful, Combat, Cute, Family Friendly, Fighting, Magic, Multiplayer, Platformer, PvP, Side Scroller, eSports",0.0,10000.0
1046980,Action,"2D, Action, Arcade, Great Soundtrack, Indie, Pixel Graphics, Shoot 'Em Up",5.0,10000.0
1054770,"Casual, Indie, Strategy","2D, Casual, Indie, Puzzle, Strategy",7.0,10000.0
1062210,Indie,"2D, Colorful, Difficult, Gore, Indie, Platformer",0.0,10000.0
1069850,"Action, Casual, Indie, Strategy","2D, Action, Adventure, Anime, Arcade, Casual, Comedy, Exploration, Hentai, Indie, Mature, NSFW, Nudity, Puzzle, Remake, Sexual Content, Simulation, Singleplayer, Sports, Strategy",8.0,10000.0
1074250,"Action, Adventure, Casual, Indie","Action, Adventure, Casual, Gore, Indie",0.0,10000.0
1078510,"Adventure, Casual, RPG","Adventure, Atmospheric, Card Game, Casual, Character Customization, Choices Matter, Choose Your Own Adventure, Comedy, Dungeon Crawler, Dungeons & Dragons, Exploration, Hand-drawn, Indie, Metroidvania, Procedural Generation, RPG, Roguelike, Roguelite, Singleplayer, Story Rich",8.0,10000.0
1089810,"Adventure, Casual, Indie","Adventure, Casual, Indie, RPGMaker",5.0,35000.0
1091890,"Action, Adventure, Indie","3D Platformer, Action, Adventure, Arena Shooter, Building, Competitive, First-Person, Gore, Indie, Multiplayer, Online Co-Op, Puzzle, Puzzle Platformer, PvP, Sci-fi, Shooter, Singleplayer, Third-Person Shooter, Violent",0.0,10000.0
1095070,"Adventure, Indie","Adventure, First-Person, Indie, Logic, Puzzle",5.0,10000.0
1097470,"Action, Adventure, Casual, Indie, Simulation","Action, Adventure, Casual, Indie, Simulation",0.0,10000.0
1100160,"Action, Indie","2D, Action, Anime, Arcade, Bullet Hell, Difficult, Faith, Female Protagonist, Great Soundtrack, Indie, Shoot 'Em Up, Singleplayer",8.0,75000.0
1105740,"Indie, RPG","Artificial Intelligence, Early Access, Indie, RPG, Turn-Based Combat",6.0,10000.0
1113290,"Indie, Simulation, Strategy","1980s, 2D, Atmospheric, Board Game, Card Game, Choices Matter, Collectathon, First-Person, Indie, Pixel Graphics, Real Time Tactics, Retro, Simulation, Singleplayer, Strategy, Tabletop, Top-Down",0.0,10000.0
1117090,"Casual, Indie, Simulation","2D, Cartoony, Casual, Character Customization, Cute, Dating Sim, Family Friendly, Horror, Indie, LGBTQ+, Logic, Old School, Psychological Horror, Puzzle, Relaxing, Retro, Simulation, Singleplayer, Solitaire, Souls-like",8.0,75000.0
1121170,"Adventure, Indie","1990's, 2D, Action-Adventure, Adventure, Atmospheric, Dark, Exploration, Hidden Object, Immersive Sim, Modern, Multiple Endings, Mystery, Philosophical, Pixel Graphics, Psychedelic, Psychological, Retro, Singleplayer, Top-Down, Walking Simulator",0.0,10000.0
1130560,"Action, Adventure, Casual, Early Access, Indie, RPG, Simulation","Action, Adventure, Casual, Colorful, Crafting, Cute, Early Access, Economy, Experimental, Fantasy, Indie, Management, RPG, Relaxing, Simulation, Singleplayer, Trading, VR",5.0,10000.0
1131740,"Adventure, Casual, Indie, RPG","1990's, Adventure, Anime, Atmospheric, Casual, Cinematic, Conversation, Drama, First-Person, Indie, Linear, Lore-Rich, Mystery, Narration, Procedural Generation, Psychological Horror, Sci-fi, Story Rich, Stylized, Visual Novel",8.0,75000.0
1134190,"Action, Indie","Action, Arcade, Indie, Shoot 'Em Up",0.0,10000.0
1142530,"Adventure, Casual, Free To Play, Indie","2D, Adventure, Arcade, Casual, Clicker, Dog, Free to Play, Indie, Singleplayer",5.0,10000.0
1142560,"Indie, RPG, Simulation, Strategy","Indie, RPG, Simulation, Strategy",0.0,10000.0
1152620,"Action, Indie","3D, Action, Casual, First-Person, Free to Play, Indie, Shooter, Sniper",5.0,10000.0
1163470,Indie,"2D, Casual, Indie, Puzzle, Singleplayer, Sokoban",0.0,10000.0
1164390,"Casual, Free To Play, Indie","Casual, First-Person, Free to Play, Horror, Indie, Multiplayer, Singleplayer, Violent",6.0,150000.0
1168870,"Action, Indie, RPG","Action, Adventure, Co-op, Crafting, Difficult, Early Access, Exploration, Fantasy, Hack and Slash, Indie, Multiplayer, Online Co-Op, Open World, Pixel Graphics, Platformer, RPG, Roguelike, Sandbox, Survival, Survival Horror",5.0,75000.0
1174200,"Action, Adventure, Indie, Strategy","Action, Adventure, Indie, Strategy",0.0,10000.0
1178510,"Casual, Indie, Simulation, Strategy","Board Game, Card Game, Casual, Classic, Cult Classic, Family Friendly, Indie, Local Multiplayer, Multiplayer, Relaxing, Replay Value, Simulation, Singleplayer, Strategy, Tabletop",6.0,10000.0
1185570,"Casual, Indie, Strategy","Casual, Indie, Strategy",0.0,10000.0
1195270,,"Action, Game Development, GameMaker, Indie, RPG",6.0,10000.0
1206040,Indie,"2D, Action, Anime, Arcade, Casual, Colorful, Cute, Difficult, Family Friendly, Fast-Paced, Funny, LGBTQ+, Linear, Music, Music-Based Procedural Generation, Pixel Graphics, Rhythm, Runner, Singleplayer, Stylized",0.0,10000.0
1206270,"Action, Casual, Indie","Action, Casual, Indie, Puzzle, Retro",0.0,10000.0
1221070,"Action, Adventure, Indie, Massively Multiplayer, Sports","Action, Action-Adventure, Adventure, Aliens, Co-op, Indie, Local Co-Op, Local Multiplayer, Massively Multiplayer, Multiplayer, PvP, Realistic, Singleplayer, Split Screen, Sports, Third Person, Third-Person Shooter",0.0,10000.0
1241390,"Action, Adventure, Indie, RPG, Simulation","3D, Action, Adventure, Atmospheric, Cinematic, Combat, Exploration, First-Person, Flight, Horror, Immersive Sim, Lore-Rich, Lovecraftian, Narration, Psychological Horror, Simulation, Singleplayer, Space, Space Sim, Vehicular Combat",0.0,10000.0
1246250,"Adventure, Casual, Indie","Adventure, Casual, Collectathon, Colorful, Comedy, Conversation, Cute, Dog, Emotional, Exploration, Family Friendly, Fantasy, First-Person, Funny, Sandbox, Story Rich, Stylized, Surreal, Visual Novel, Walking Simulator",8.0,10000.0
1248800,"Indie, RPG, Simulation, Strategy","2.5D, 2D, Adventure, Base Building, Building, Crafting, Early Access, Hunting, Indie, Inventory Management, Open World Survival Craft, Post-apocalyptic, RPG, Resource Management, Roguelike, Sci-fi, Simulation, Singleplayer, Strategy, Survival",5.0,75000.0
1253860,"Indie, RPG, Strategy","2D, Atmospheric, Card Battler, Card Game, Casual, Deckbuilding, Difficult, Dungeon Crawler, Fantasy, Indie, Lovecraftian, Mouse only, RPG, Replay Value, Roguelike, Roguelike Deckbuilder, Roguelite, Singleplayer, Strategy, Turn-Based",5.0,10000.0
1254390,"Action, Indie","Action, Action RPG, Controller, Early Access, Indie, Roguelite, Sci-fi, Singleplayer, Top-Down, Top-Down Shooter, Violent",0.0,10000.0
1263700,"Action, Adventure, Indie","Action, Adventure, Atmospheric, Dark, Exploration, First-Person, Horror, Indie, Puzzle, Short, Singleplayer, Stealth, Survival Horror, Walking Simulator",5.0,10000.0
1264050,"Adventure, Casual","3D Platformer, Adventure, Artificial Intelligence, Cartoony, Casual, Exploration, Female Protagonist, First-Person, Futuristic, Hand-drawn, Indie, Linear, Narration, Puzzle, Puzzle Platformer, Sci-fi, Singleplayer, Story Rich, Stylized, VR",7.0,35000.0
1267470,"Indie, Strategy","3D Vision, Base Building, Card Game, Cartoon, Cute, Historical, Indie, Magic, Mythology, Resource Management, Roguelike, Roguelite, Singleplayer, Strategy, Tactical, Tactical RPG, Turn-Based Combat, Turn-Based Strategy, Turn-Based Tactics, Wargame",6.0,350000.0
1274180,Indie,"Aliens, Indie, Sci-fi, Strategy, Tower Defense",0.0,10000.0
1289510,Indie,"3D, Abstract, Cartoony, Indie, Puzzle",0.0,10000.0
1290040,"Adventure, Indie","2D, 2D Platformer, Adventure, Dark, Fast-Paced, Indie, Lore-Rich, Minimalist, Multiple Endings, Mystery, Nonlinear, Replay Value, Side Scroller, Singleplayer, Soundtrack",0.0,10000.0
1303010,"Action, Early Access, Indie, Simulation","3D, Action, Arcade, Combat, Early Access, Fighting, Flight, Indie, Military, PvE, Realistic, Shooter, Simulation, Singleplayer, Third Person, Vehicular Combat, War, Wargame, World War II",8.0,10000.0
1342270,"Casual, Indie","3D, Card Game, Casual, Choices Matter, Family Friendly, Fantasy, Funny, Indie, Puzzle, Relaxing, Singleplayer, Solitaire, Stylized, Tabletop",7.0,75000.0
1355790,"Adventure, Indie","Adventure, Atmospheric, Choices Matter, Choose Your Own Adventure, Conspiracy, Crime, Cyberpunk, Female Protagonist, Hacking, Indie, Interactive Fiction, Investigation, Mystery, Narration, Narrative, Psychological, Sci-fi, Singleplayer, Story Rich, Visual Novel",0.0,10000.0
1361500,"Adventure, Casual, Indie, RPG, Simulation","2D, 2D Fighter, Adventure, Casual, Clicker, Hentai, Idler, Indie, Logic, Management, Match 3, Nudity, Puzzle, RPG, Romance, Sandbox, Sexual Content, Simulation, Singleplayer, Strategy",6.0,10000.0
1363120,"Adventure, Free To Play, Indie, Massively Multiplayer, RPG","Adventure, Bullet Hell, Co-op, Fantasy, Free to Play, Indie, MMORPG, Massively Multiplayer, Old School, Online Co-Op, Open World, Perma Death, Pixel Graphics, Procedural Generation, RPG, Roguelike, Roguelite, Survival, Top-Down Shooter",0.0,10000.0
1366840,"Adventure, Casual, Early Access, Indie, Simulation, Strategy","3D, Adventure, Agriculture, Beautiful, Casual, City Builder, Colony Sim, Early Access, Family Friendly, Farming Sim, First-Person, Futuristic, Management, Mars, Realistic, Relaxing, Sandbox, Simulation, Strategy, Stylized",0.0,10000.0
1369430,"Action, Adventure, Indie, RPG","2D, Action, Action RPG, Action-Adventure, Atmospheric, Choices Matter, Combat, Dark Fantasy, Difficult, Exploration, Indie, Lore-Rich, Metroidvania, Platformer, RPG, Side Scroller, Singleplayer, Souls-like, Story Rich, Third Person",0.0,10000.0
1383060,"Action, Indie","2D, Action, Arcade, Atmospheric, Bullet Hell, Bullet Time, Casual, Combat, Dungeon Crawler, Fast-Paced, Indie, Linear, Minimalist, Sci-fi, Singleplayer, Top-Down, Twin Stick Shooter",0.0,10000.0
1387510,"Action, Free To Play, Indie","3D, Action, Artificial Intelligence, Cold War, Combat, FPS, First-Person, Free to Play, Gore, Indie, Inventory Management, Military, Modern, Multiplayer, Realistic, Shooter, Singleplayer, Violent, War",6.0,35000.0
1389200,"Casual, Indie","2D, Action Roguelike, Casual, Cute, Dungeon Crawler, Exploration, Fantasy, Grid-Based Movement, Indie, Pixel Graphics, Puzzle, Roguelike, Roguelite, Singleplayer, Sokoban, Top-Down, Turn-Based Tactics",8.0,10000.0
1428180,"Adventure, Casual, Indie","3D, 3D Platformer, Adventure, Casual, Demons, First-Person, God Game, Horror, Indie, Open World, Puzzle, Singleplayer, Supernatural, Zombies",0.0,10000.0
1428600,"Action, Adventure, Indie, RPG","Action RPG, Adventure, Assassin, Atmospheric, Character Customization, Choices Matter, Choose Your Own Adventure, Combat, Dark, Demons, Fantasy, Magic, Medieval, Multiple Endings, Open World, RPG, Singleplayer, Story Rich, Third Person, War",0.0,10000.0
1433950,"Casual, Indie, Racing, Sports","2D, 2D Platformer, Cartoon, Casual, Character Action Game, Character Customization, Colorful, Cute, Family Friendly, Indie, Nature, Old School, Physics, Racing, Retro, Runner, Sequel, Singleplayer, Sports, Strategy RPG",8.0,35000.0
1435900,"Action, Adventure, Indie, Racing, Simulation","Action, Adventure, America, Automobile Sim, Building, Casual, First-Person, Immersive Sim, Indie, Multiplayer, Open World, Open World Survival Craft, Racing, Simulation, Singleplayer, Survival",0.0,10000.0
1440130,"Adventure, Casual, Indie","3D, Adventure, Casual, Cinematic, Cyberpunk, Detective, Escape Room, Exploration, First-Person, Futuristic, Hidden Object, Indie, Logic, Old School, Point & Click, Puzzle, Sci-fi, Singleplayer",5.0,35000.0
1441790,"Adventure, Casual, Indie, Simulation","2D, 2D Platformer, Adventure, Atmospheric, Casual, Choices Matter, Exploration, Family Friendly, Indie, Loot, Minimalist, Mining, Open World, Platformer, Procedural Generation, Relaxing, Sandbox, Simulation, Singleplayer, Underground",8.0,35000.0
1442410,"Action, Casual, Free To Play, Indie","1980s, 4 Player Local, Action, Arcade, Casual, Character Customization, Co-op, Difficult, Family Friendly, Local Co-Op, Local Multiplayer, Old School, Pixel Graphics, Replay Value, Retro, Rhythm, Score Attack, Singleplayer, Soundtrack, Team-Based",7.0,35000.0
1446690,"Casual, Indie","2D, Casual, Education, Indie, Linear, Management, Minimalist, Moddable, Point & Click, Puzzle, Science, Singleplayer, Text-Based, Tutorial, Word Game",5.0,10000.0
